"time","serial|position","serial|force","serial|acceleration","serial|velocity","serial|repetitions","serial|travel","serial|coil force","serial|calibration force","serial|power","serial|energy","serial|kCal","serial|active","can|voltage","can|current","can|temperature","can|errors","can|force","can|relay status","can|12v status"
47295,7656,16574,-90.75,-2032.43,3,29436,-203.243,0,3.301178492,28561.73729,6.826426583,1,48,687.7455192,31.82642658,0,16574,1,1
47300,7491,16648,-45.79,-2018.98,3,29436,-201.898,0,3.293973946,28565.03126,6.827213862,1,48,686.2445721,31.82721386,0,16648,1,1
47305,7359,16713,-36.5,-2022.3,3,29436,-202.23,0,3.31227259,28568.34354,6.828005515,1,48,690.0567896,31.82800552,0,16713,1,1
47310,7260,16764,-11.86,-2009.94,3,29436,-200.994,0,3.302074148,28571.64561,6.828794731,1,48,687.9321141,31.82879473,0,16764,1,1
47315,7161,16800,125.85,-1936.88,3,29436,-193.688,0,3.188879232,28574.83449,6.829556892,1,48,664.34984,31.82955689,0,16800,1,1
47320,6996,16821,199.06,-1909.97,3,29436,-190.997,0,3.148505326,28577.98299,6.830309404,1,48,655.9386096,31.8303094,0,16821,1,1
47325,6864,16826,242.33,-1896.32,3,29436,-189.632,0,3.126933071,28581.10993,6.831056759,1,48,651.4443899,31.83105676,0,16826,1,1
47330,6765,16816,210.66,-1911,3,29436,-191.1,0,3.149266848,28584.25919,6.831809453,1,48,656.09726,31.83180945,0,16816,1,1
47335,6633,16792,187.1,-1914.16,3,29436,-191.416,0,3.149972323,28587.40917,6.832562315,1,48,656.2442339,31.83256232,0,16792,1,1
47340,6501,16757,187.62,-1904.44,3,29436,-190.444,0,3.127444706,28590.53661,6.833309793,1,48,651.5509804,31.83330979,0,16757,1,1
47345,6369,16712,198.16,-1890.59,3,29436,-189.059,0,3.096362928,28593.63297,6.834049843,1,48,645.07561,31.83404984,0,16712,1,1
47350,6237,16662,202.46,-1886.49,3,29436,-188.649,0,3.080404245,28596.71338,6.834786078,1,48,641.7508844,31.83478608,0,16662,1,1
47355,6105,16608,160.16,-1905.86,3,29436,-190.586,0,3.101947242,28599.81533,6.835527462,1,48,646.2390088,31.83552746,0,16608,1,1
47360,6006,16555,93.26,-1927.92,3,29436,-192.792,0,3.127838129,28602.94316,6.836275034,1,48,651.6329435,31.83627503,0,16555,1,1
47365,5808,16506,82.36,-1924.77,3,29436,-192.477,0,3.113484855,28606.05665,6.837019175,1,48,648.6426781,31.83701918,0,16506,1,1
47370,5709,16467,64.53,-1935.19,3,29436,-193.519,0,3.122943826,28609.17959,6.837765578,1,48,650.613297,31.83776558,0,16467,1,1
47375,5577,16439,25.3,-1943.22,3,29436,-194.322,0,3.130570171,28612.31016,6.838513803,1,48,652.2021189,31.8385138,0,16439,1,1
47380,5412,16426,16.06,-1950.36,3,29436,-195.036,0,3.139588109,28615.44975,6.839264183,1,48,654.0808561,31.83926418,0,16426,1,1
47385,5247,16430,-63.09,-1993.49,3,29436,-199.349,0,3.209797989,28618.65955,6.840031344,1,48,668.7079143,31.84003134,0,16430,1,1
47390,5148,16451,-126.48,-2014.07,3,29436,-201.407,0,3.247079626,28621.90663,6.840807416,1,48,676.4749221,31.84080742,0,16451,1,1
47395,5016,16492,-116.31,-2007.94,3,29436,-200.794,0,3.245264755,28625.15189,6.841583053,1,48,676.096824,31.84158305,0,16492,1,1
47400,4884,16550,-110.68,-2015.39,3,29436,-201.539,0,3.268761041,28628.42065,6.842364307,1,48,680.9918835,31.84236431,0,16550,1,1
47405,4752,16625,-97.68,-2007.75,3,29436,-200.775,0,3.271126688,28631.69178,6.843146126,1,48,681.4847266,31.84314613,0,16625,1,1
47410,4653,16715,-77.9,-2000.29,3,29436,-200.029,0,3.27661504,28634.9684,6.843929256,1,48,682.6281334,31.84392926,0,16715,1,1
47415,4521,16815,-27.67,-1978.7,3,29436,-197.87,0,3.260640369,28638.22904,6.844708569,1,48,679.3000769,31.84470857,0,16815,1,1
47420,4422,16921,2.16,-1970.65,3,29436,-197.065,0,3.267846128,28641.49688,6.845489604,1,48,680.8012766,31.8454896,0,16921,1,1
47425,4290,17028,23.24,-1953.79,3,29436,-195.379,0,3.26037534,28644.75726,6.846268853,1,48,679.2448625,31.84626885,0,17028,1,1
47430,4191,17132,138.19,-1892.6,3,29436,-189.26,0,3.177554274,28647.93481,6.847028308,1,48,661.9904737,31.84702831,0,17132,1,1
47435,4059,17228,231.21,-1846.68,3,29436,-184.668,0,3.117831098,28651.05264,6.847773488,1,48,649.5481454,31.84777349,0,17228,1,1
47440,3927,17311,264.96,-1828.22,3,29436,-182.822,0,3.101535009,28654.15418,6.848514774,1,48,646.1531269,31.84851477,0,17311,1,1
47445,3828,17379,256.08,-1831.7,3,29436,-183.17,0,3.119645201,28657.27382,6.849260387,1,48,649.9260836,31.84926039,0,17379,1,1
47450,3729,17430,262.39,-1802.22,3,29436,-180.222,0,3.078444071,28660.35227,6.849996154,1,48,641.3425148,31.84999615,0,17430,1,1
47455,3597,17462,307.9,-1771.62,3,29436,-177.162,0,3.031730787,28663.384,6.850720756,1,48,631.6105807,31.85072076,0,17462,1,1
47460,3498,17474,357.08,-1744.19,3,29436,-174.419,0,2.986841654,28666.37084,6.851434629,1,48,622.2586779,31.85143463,0,17474,1,1
47465,3366,17468,340.17,-1732.67,3,29436,-173.267,0,2.966095397,28669.33694,6.852143544,1,48,617.936541,31.85214354,0,17468,1,1
47470,3300,17443,352.76,-1712.07,3,29436,-171.207,0,2.926636427,28672.26357,6.852843027,1,48,609.7159223,31.85284303,0,17443,1,1
47475,3201,17401,443.46,-1640.32,3,29436,-164.032,0,2.797234415,28675.06081,6.853511583,1,48,582.7571699,31.85351158,0,17401,1,1
47480,3069,17344,527.34,-1590.99,3,29436,-159.099,0,2.704224795,28677.76503,6.854157909,1,48,563.3801656,31.85415791,0,17344,1,1
47485,2937,17274,495.28,-1603.7,3,29436,-160.37,0,2.714826752,28680.47986,6.854806769,1,48,565.5889068,31.85480677,0,17274,1,1
47490,2871,17192,384.92,-1624.37,3,29436,-162.437,0,2.736764566,28683.21662,6.855460872,1,48,570.1592846,31.85546087,0,17192,1,1
47495,2739,17101,327.36,-1622.46,3,29436,-162.246,0,2.719077469,28685.9357,6.856110748,1,48,566.4744727,31.85611075,0,17101,1,1
47500,2607,17003,317.39,-1612.9,3,29436,-161.29,0,2.687565593,28688.62327,6.856753092,1,48,559.9094985,31.85675309,0,17003,1,1
47505,2475,16901,281.74,-1618.83,3,29436,-161.883,0,2.681264891,28691.30453,6.857393931,1,48,558.5968524,31.85739393,0,16901,1,1
47510,2376,16796,158.1,-1653.3,3,29436,-165.33,0,2.721345026,28694.02588,6.858044348,1,48,566.9468805,31.85804435,0,16796,1,1
47515,2277,16690,138.95,-1647.13,3,29436,-164.713,0,2.694078771,28696.71995,6.858688249,1,48,561.2664105,31.85868825,0,16690,1,1
47520,2178,16584,139.93,-1629.72,3,29436,-162.972,0,2.648673095,28699.36863,6.859321298,1,48,551.8068948,31.8593213,0,16584,1,1
47525,2013,16479,154.89,-1612.96,3,29436,-161.296,0,2.604836848,28701.97346,6.85994387,1,48,542.6743434,31.85994387,0,16479,1,1
47530,1914,16375,132.29,-1621.67,3,29436,-162.167,0,2.602374933,28704.57584,6.860565853,1,48,542.1614443,31.86056585,0,16375,1,1
47535,1815,16273,63.98,-1639.62,3,29436,-163.962,0,2.614790553,28707.19063,6.861190804,1,48,544.748032,31.8611908,0,16273,1,1
47540,1683,16173,-2.81,-1660.89,3,29436,-166.089,0,2.632434249,28709.82306,6.861819971,1,48,548.4238019,31.86181997,0,16173,1,1
47545,1518,16074,-18.3,-1659.64,3,29436,-165.964,0,2.614351229,28712.43741,6.862444817,1,48,544.6565061,31.86244482,0,16074,1,1
47550,1452,15978,-70.06,-1688.74,3,29436,-168.874,0,2.644303397,28715.08172,6.863076821,1,48,550.896541,31.86307682,0,15978,1,1
47555,1320,15884,-130.74,-1706.64,3,29436,-170.664,0,2.656610436,28717.73833,6.863711767,1,48,553.4605076,31.86371177,0,15884,1,1
47560,1188,15791,-155.81,-1723.24,3,29436,-172.324,0,2.666744918,28720.40507,6.864349135,1,48,555.571858,31.86434914,0,15791,1,1
47565,1056,15700,-259.59,-1775.21,3,29436,-177.521,0,2.731338106,28723.13641,6.865001941,1,48,569.0287721,31.86500194,0,15700,1,1
47570,924,15610,-281.47,-1788.75,3,29436,-178.875,0,2.736393975,28725.87281,6.865655956,1,48,570.0820781,31.86565596,0,15610,1,1
47575,825,15523,-295.69,-1799.14,3,29436,-179.914,0,2.736948922,28728.60975,6.866310103,1,48,570.197692,31.8663101,0,15523,1,1
47580,726,15437,-296.81,-1807.57,3,29436,-180.757,0,2.734538893,28731.34429,6.866963674,1,48,569.6956027,31.86696367,0,15437,1,1
47585,594,15353,-285.85,-1810.27,3,29436,-181.027,0,2.72372138,28734.06801,6.86761466,0,48,567.4419542,31.86761466,0,15353,1,0
47590,396,15272,-264.22,-1804.87,3,29436,-180.487,0,2.701269515,28736.76928,6.86826028,0,48,562.7644822,31.86826028,0,15272,1,0
47595,330,15195,-264.43,-1828.74,3,29436,-182.874,0,2.723195021,28739.49248,6.86891114,0,48,567.3322961,31.86891114,0,15195,1,0
47600,198,15122,-306.72,-1856.95,3,29436,-185.695,0,2.751918194,28742.2444,6.869568865,0,48,573.3162905,31.86956886,0,15122,1,0
47605,165,15052,-300.37,-1855.25,3,29436,-185.525,0,2.736671854,28744.98107,6.870222946,0,48,570.1399696,31.87022295,0,15052,1,0
47610,99,14969,-95.25,-1737.09,3,29436,-173.709,0,2.548245021,28747.52931,6.870831991,0,48,530.8843793,31.87083199,0,14969,1,0
47615,66,14835,254.55,-1576.59,3,29436,-157.659,0,2.29209384,28749.82141,6.871379816,0,48,477.5195499,31.87137982,0,14835,1,0
47620,66,14621,442.81,-1478.72,3,29436,-147.872,0,2.118795782,28751.9402,6.87188622,0,48,441.4157879,31.87188622,0,14621,1,0
47625,132,14317,886.23,-1238.34,3,29436,-123.834,0,1.73747275,28753.67768,6.872301487,0,48,361.9734897,31.87230149,0,14317,1,0
47630,231,13925,1440.94,-915.3,3,29436,-91.53,0,1.249064145,28754.92674,6.872600021,0,48,260.2216969,31.87260002,0,13925,1,0
47635,198,13455,1781.99,-716.14,3,29436,-71.614,0,0.944295043,28755.87104,6.872825713,0,48,196.7281339,31.87282571,0,13455,1,0
47640,231,12922,2357.06,-394.26,3,29436,-39.426,0,0.499273517,28756.37031,6.872945042,0,48,104.015316,31.87294504,0,12922,1,0
47645,231,12341,2556.7,-219.46,3,29436,-21.946,0,0.265418874,28756.63573,6.873008479,0,48,55.29559881,31.87300848,0,12341,1,0
47650,231,11733,2566.68,-161.09,3,29436,-16.109,0,0.185226759,28756.82096,6.873052749,0,48,38.58890814,31.87305275,0,11733,1,0
47655,165,11115,2509.33,-62.89,3,29436,-6.289,0,0.06850419,28756.88946,6.873069122,0,48,14.27170631,31.87306912,0,11115,1,0
47660,198,10502,2406.62,0,4,30558,0,0,0,28756.88946,6.873069122,0,48,0,31.87306912,0,10502,1,0
47665,165,9907,2329.22,63.63,4,30558,6.363,0,0.061777476,28756.95124,6.873083887,0,48,12.87030754,31.87308389,0,9907,1,0
47670,165,9341,2200.47,120.28,4,30558,12.028,0,0.110106477,28757.06134,6.873110203,1,48,22.93884938,31.8731102,0,9341,1,1
47675,165,8813,2032.41,171.97,4,30558,17.197,0,0.148526018,28757.20987,6.873145702,1,48,30.94292037,31.8731457,0,8813,1,1
47680,132,8331,1938.82,193.07,4,30558,19.307,0,0.157629685,28757.3675,6.873183376,1,48,32.83951764,31.87318338,0,8331,1,1
47685,165,7901,1743.65,225.56,4,30558,22.556,0,0.174650657,28757.54215,6.873225119,1,48,36.38555352,31.87322512,0,7901,1,1
47690,165,7528,1591.67,281.82,4,30558,28.182,0,0.207911014,28757.75006,6.873274811,1,48,43.3147946,31.87327481,0,7528,1,1
47695,165,7215,1515.72,299.33,4,30558,29.933,0,0.211647263,28757.96171,6.873325396,1,48,44.09317981,31.8733254,0,7215,1,1
47700,165,6967,1338.43,326.8,4,30558,32.68,0,0.223127929,28758.18484,6.873378725,1,48,46.48498517,31.87337872,0,6967,1,1
47705,132,6784,1147.3,338.79,4,30558,33.879,0,0.225238433,28758.41007,6.873432558,1,48,46.9246736,31.87343256,0,6784,1,1
47710,165,6667,1031.81,327.92,4,30558,32.792,0,0.214251779,28758.62433,6.873483766,1,48,44.63578723,31.87348377,0,6667,1,1
47715,165,6617,809.19,321.52,4,30558,32.152,0,0.208494788,28758.83282,6.873533597,1,48,43.43641423,31.8735336,0,6617,1,1
47720,132,6634,625.5,313.25,4,30558,31.325,0,0.203653849,28759.03647,6.873582272,1,48,42.42788521,31.87358227,0,6634,1,1
47725,132,6722,520.7,297.79,4,30558,29.779,0,0.196170949,28759.23265,6.873629158,1,48,40.86894776,31.87362916,0,6722,1,1
47730,132,6877,320.26,274.19,4,30558,27.419,0,0.184789254,28759.41744,6.873673323,1,48,38.4977612,31.87367332,0,6877,1,1
47735,198,7097,206.06,289.34,4,30558,28.934,0,0.201237706,28759.61867,6.87372142,1,48,41.92452209,31.87372142,0,7097,1,1
47740,231,7382,224.87,339.35,4,30558,33.935,0,0.245498007,28759.86417,6.873780096,1,48,51.14541804,31.8737801,0,7382,1,1
47745,198,7734,362.06,449.69,4,30558,44.969,0,0.340834441,28760.20501,6.873861557,1,48,71.00717523,31.87386156,0,7734,1,1
47750,198,8154,279.29,430.42,4,30558,43.042,0,0.343945179,28760.54895,6.873943762,1,48,71.65524555,31.87394376,0,8154,1,1
47755,198,8643,180.64,407.1,4,30558,40.71,0,0.344819399,28760.89377,6.874026176,1,48,71.83737488,31.87402618,0,8643,1,1
47760,231,9200,16.29,376.98,4,30558,37.698,0,0.339885168,28761.23365,6.874107411,1,48,70.80941,31.87410741,0,9200,1,1
47765,264,9821,-88.96,360.06,4,30558,36.006,0,0.346542627,28761.5802,6.874190237,1,48,72.19638073,31.87419024,0,9821,1,1
47770,264,10495,-132.6,353.31,4,30558,35.331,0,0.363382868,28761.94358,6.874277087,1,48,75.70476419,31.87427709,0,10495,1,1
47775,297,11206,-184.93,353.71,4,30558,35.371,0,0.388440077,28762.33202,6.874369927,1,48,80.92501614,31.87436993,0,11206,1,1
47780,297,11935,-211.85,359.38,4,30558,35.938,0,0.420341629,28762.75236,6.874470391,1,48,87.57117279,31.87447039,0,11935,1,1
47785,363,12660,-213.03,366.05,4,30558,36.605,0,0.454150914,28763.20651,6.874578936,1,48,94.61477375,31.87457894,0,12660,1,1
47790,363,13363,-181.03,399.52,4,30558,39.952,0,0.523201004,28763.72971,6.874703984,1,48,109.0002093,31.87470398,0,13363,1,1
47795,396,14025,-115.5,437.21,4,30558,43.721,0,0.600923285,28764.33064,6.874847608,1,48,125.1923509,31.87484761,0,14025,1,1
47800,429,14630,-95.17,452.99,4,30558,45.299,0,0.649469883,28764.98011,6.875002836,1,48,135.3062255,31.87500284,0,14630,1,1
47805,462,15167,-38.35,493.65,4,30558,49.365,0,0.733744576,28765.71385,6.875178205,1,48,152.8634533,31.8751782,0,15167,1,1
47810,495,15629,26.8,531.39,4,30558,53.139,0,0.813899242,28766.52775,6.875372732,1,48,169.5623422,31.87537273,0,15629,1,1
47815,495,16013,29.46,534.64,4,30558,53.464,0,0.838996651,28767.36675,6.875573257,1,48,174.790969,31.87557326,0,16013,1,1
47820,528,16320,-13.21,520.76,4,30558,52.076,0,0.832882714,28768.19963,6.875772321,1,48,173.517232,31.87577232,0,16320,1,1
47825,528,16556,-82.61,498.81,4,30558,49.881,0,0.809313239,28769.00894,6.875965752,1,48,168.6069249,31.87596575,0,16556,1,1
47830,561,16729,-116.85,483.5,4,30558,48.35,0,0.792670207,28769.80161,6.876155205,1,48,165.1396265,31.8761552,0,16729,1,1
47835,561,16849,-185.09,458.15,4,30558,45.815,0,0.756498196,28770.55811,6.876336012,1,48,157.6037909,31.87633601,0,16849,1,1
47840,561,16927,-242.9,425.95,4,30558,42.595,0,0.706585454,28771.2647,6.87650489,1,48,147.2053029,31.87650489,0,16927,1,1
47845,561,16973,-292.53,397.07,4,30558,39.707,0,0.660467973,28771.92517,6.876662746,1,48,137.5974943,31.87666275,0,16973,1,1
47850,561,16996,-417.01,328.68,4,30558,32.868,0,0.547452037,28772.47262,6.87679359,1,48,114.0525078,31.87679359,0,16996,1,1
47855,594,17004,-546.87,255.64,4,30558,25.564,0,0.425996451,28772.89861,6.876895406,1,48,88.7492606,31.87689541,0,17004,1,1
47860,528,17002,-580.4,237.33,4,30558,23.733,0,0.395438297,28773.29405,6.876989918,1,48,82.38297848,31.87698992,0,17002,1,1
47865,561,16995,-627.27,185.15,4,30558,18.515,0,0.308369177,28773.60242,6.87706362,1,48,64.24357844,31.87706362,0,16995,1,1
47870,528,16987,-707.8,119.42,4,30558,11.942,0,0.198801579,28773.80122,6.877111135,1,48,41.41699561,31.87711114,0,16987,1,1
47875,495,16984,-755.59,77.78,4,30558,7.778,0,0.129459521,28773.93068,6.877142077,0,48,26.97073353,31.87714208,0,16984,1,0
47880,495,16989,-887,0,4,30558,0,0,0,28773.93068,6.877142077,0,48,0,31.87714208,0,16989,1,0
47885,528,17004,-888.46,-52.95,4,30558,-5.295,0,0.088235456,28774.01892,6.877163166,0,48,18.38238675,31.87716317,0,17004,1,0
47890,495,17032,-864.21,-59.59,4,30558,-5.959,0,0.099463814,28774.11838,6.877186938,0,48,20.72162797,31.87718694,0,17032,1,0
47895,495,17076,-786.68,-66.12,4,30558,-6.612,0,0.110648382,28774.22903,6.877213384,0,48,23.0517462,31.87721338,0,17076,1,0
47900,495,17137,-739.41,-101.4,4,30558,-10.14,0,0.170293796,28774.39932,6.877254085,0,48,35.47787425,31.87725408,0,17137,1,0
47905,495,17216,-740.82,-118.51,4,30558,-11.851,0,0.19994628,28774.59927,6.877301873,0,48,41.65547493,31.87730187,0,17216,1,0
47910,495,17312,-648.42,-109.65,4,30558,-10.965,0,0.186029558,28774.7853,6.877346335,0,48,38.756158,31.87734634,0,17312,1,0
47915,495,17422,-545.38,-102.77,4,30558,-10.277,0,0.175464976,28774.96076,6.877388273,0,48,36.55520336,31.87738827,0,17422,1,0
47920,495,17545,-496.21,-100.01,4,30558,-10.001,0,0.171958194,28775.13272,6.877429372,0,48,35.82462377,31.87742937,0,17545,1,0
47925,495,17676,-405.83,-92.54,4,30558,-9.254,0,0.16030223,28775.29303,6.877467685,0,48,33.3962979,31.87746768,0,17676,1,0
47930,495,17811,-333.18,-97.34,4,30558,-9.734,0,0.169904829,28775.46293,6.877508293,0,48,35.39683928,31.87750829,0,17811,1,0
47935,528,17947,-319.35,-107.12,4,30558,-10.712,0,0.188403299,28775.65133,6.877553323,0,48,39.25068723,31.87755332,0,17947,1,0
47940,495,18081,-234.93,-83.83,4,30558,-8.383,0,0.148541563,28775.79987,6.877588825,0,48,30.94615886,31.87758882,0,18081,1,0
47945,528,18212,-145.95,-71.23,4,30558,-7.123,0,0.127129594,28775.927,6.87761921,0,48,26.48533218,31.87761921,0,18212,1,0
47950,528,18342,-104.86,-61.21,4,30558,-6.121,0,0.110025954,28776.03703,6.877645507,0,48,22.92207383,31.87764551,0,18342,1,0
47955,561,18469,-28.39,-42.8,4,30558,-4.28,0,0.077466374,28776.1145,6.877664021,0,48,16.13882783,31.87766402,0,18469,1,0
47960,561,18594,104.66,0,4,30558,0,0,0,28776.1145,6.877664021,0,48,0,31.87766402,0,18594,1,0
47965,561,18720,158.82,42.71,4,30558,4.271,0,0.078354058,28776.19285,6.877682749,0,48,16.323762,31.87768275,0,18720,1,0
47970,627,18848,258.15,75.21,4,30558,7.521,0,0.138920692,28776.33177,6.877715951,0,48,28.9418108,31.87771595,0,18848,1,0
47975,627,18978,371.15,130.76,4,30558,13.076,0,0.243193201,28776.57496,6.877774076,1,48,50.6652503,31.87777408,0,18978,1,1
47980,627,19112,406.62,146.23,4,30558,14.623,0,0.27388528,28776.84885,6.877839536,1,48,57.05943343,31.87783954,0,19112,1,1
47985,660,19250,454.85,180.97,4,30558,18.097,0,0.341399905,28777.19025,6.877921133,1,48,71.12498021,31.87792113,0,19250,1,1
47990,693,19393,493.44,211.73,4,30558,21.173,0,0.402395829,28777.59265,6.878017308,1,48,83.83246442,31.87801731,0,19393,1,1
47995,693,19540,509.34,228.96,4,30558,22.896,0,0.438440083,28778.03109,6.878122098,1,48,91.341684,31.8781221,0,19540,1,1
48000,726,19692,552.99,269.81,4,30558,26.981,0,0.520683655,28778.55177,6.878246544,1,48,108.4757615,31.87824654,0,19692,1,1
48005,792,19846,578.1,304.86,4,30558,30.486,0,0.592924653,28779.14469,6.878388257,1,48,123.5259694,31.87838826,0,19846,1,1
48010,792,20002,595.92,327.15,4,30558,32.715,0,0.641278121,28779.78597,6.878541526,1,48,133.5996086,31.87854153,0,20002,1,1
48015,825,20159,601.61,352.76,4,30558,35.276,0,0.696906306,28780.48288,6.878708091,1,48,145.1888138,31.87870809,0,20159,1,1
48020,891,20314,606.7,386.17,4,30558,38.617,0,0.768776423,28781.25166,6.878891833,1,48,160.1617548,31.87889183,0,20314,1,1
48025,924,20468,622.94,416.89,4,30558,41.689,0,0.836224643,28782.08788,6.879091696,1,48,174.2134673,31.8790917,0,20468,1,1
48030,957,20621,709.29,491.87,4,30558,49.187,0,0.993999424,28783.08188,6.879329268,1,48,207.0832134,31.87932927,0,20621,1,1
48035,990,20772,741.85,540.29,4,30558,54.029,0,1.09984458,28784.18172,6.879592137,1,48,229.1342876,31.87959214,0,20772,1,1
48040,1056,20922,746.57,561.45,4,30558,56.145,0,1.151172376,28785.3329,6.879867274,1,48,239.8275784,31.87986727,0,20922,1,1
48045,1122,21071,756.05,609.82,4,30558,60.982,0,1.259252688,28786.59215,6.880168243,1,48,262.3443099,31.88016824,0,21071,1,1
48050,1155,21220,754.01,653.77,4,30558,65.377,0,1.359553941,28787.9517,6.880493185,1,48,283.2404044,31.88049318,0,21220,1,1
48055,1188,21369,769.27,686.21,4,30558,68.621,0,1.437034906,28789.38874,6.880836645,1,48,299.3822721,31.88083664,0,21369,1,1
48060,1254,21517,810.52,753.33,4,30558,75.333,0,1.588521358,28790.97726,6.881216311,1,48,330.9419495,31.88121631,0,21517,1,1
48065,1353,21664,849.48,821.19,4,30558,82.119,0,1.743445496,28792.7207,6.881633005,1,48,363.2178116,31.881633,0,21664,1,1
48070,1452,21810,866.54,854.36,4,30558,85.436,0,1.826091977,28794.5468,6.882069452,1,48,380.4358285,31.88206945,0,21810,1,1
48075,1485,21954,894.08,921.27,4,30558,92.127,0,1.982105035,28796.5289,6.882543187,1,48,412.9385489,31.88254319,0,21954,1,1
48080,1584,22096,888.5,971.48,4,30558,97.148,0,2.103650564,28798.63255,6.883045972,1,48,438.2605341,31.88304597,0,22096,1,1
48085,1650,22236,891.47,1006.58,4,30558,100.658,0,2.193466662,28800.82602,6.883570223,1,48,456.9722213,31.88357022,0,22236,1,1
48090,1749,22374,953.74,1098.04,4,30558,109.804,0,2.407619602,28803.23364,6.884145659,1,48,501.5874171,31.88414566,0,22374,1,1
48095,1815,22511,941.25,1142.5,4,30558,114.25,0,2.520444115,28805.75408,6.88474806,1,48,525.092524,31.88474806,0,22511,1,1
48100,1914,22647,915.72,1162.86,4,30558,116.286,0,2.580858461,28808.33494,6.885364901,1,48,537.6788461,31.8853649,0,22647,1,1
48105,1980,22784,902.92,1227.95,4,30558,122.795,0,2.741806054,28811.07675,6.886020209,1,48,571.2095947,31.88602021,0,22784,1,1
48110,2079,22920,930.24,1301.08,4,30558,130.108,0,2.922433853,28813.99918,6.886718688,1,48,608.840386,31.88671869,0,22920,1,1
48115,2145,23059,926.56,1327.67,4,30558,132.767,0,3.000244768,28816.99943,6.887435765,1,48,625.0509933,31.88743576,0,23059,1,1
48120,2244,23199,864.92,1357.14,4,30558,135.714,0,3.085460504,28820.08489,6.888173208,1,48,642.8042717,31.88817321,0,23199,1,1
48125,2343,23342,823.87,1408.79,4,30558,140.879,0,3.222629666,28823.30752,6.888943436,1,48,671.3811803,31.88894344,0,23342,1,1
48130,2442,23487,824.26,1441.56,4,30558,144.156,0,3.318076133,28826.62559,6.889736476,1,48,691.265861,31.88973648,0,23487,1,1
48135,2574,23634,815.77,1496.48,4,30558,149.648,0,3.466045215,28830.09164,6.890564882,1,48,722.0927532,31.89056488,0,23634,1,1
48140,2673,23781,807.46,1554.03,4,30558,155.403,0,3.621725968,28833.71336,6.891430496,1,48,754.5262434,31.8914305,0,23781,1,1
48145,2772,23928,795.76,1578.22,4,30558,157.822,0,3.70083752,28837.4142,6.892315018,1,48,771.0078166,31.89231502,0,23928,1,1
48150,2904,24073,795.04,1644.75,4,30558,164.475,0,3.880218542,28841.29442,6.893242414,1,48,808.3788628,31.89324241,0,24073,1,1
48155,3036,24214,813.07,1718.32,4,30558,171.832,0,4.077525247,28845.37194,6.894216967,1,48,849.4844265,31.89421697,0,24214,1,1
48160,3168,24351,840.78,1764.43,4,30558,176.443,0,4.210632223,28849.58258,6.895223333,1,48,877.2150465,31.89522333,0,24351,1,1
48165,3300,24483,864.1,1831.06,4,30558,183.106,0,4.393324514,28853.9759,6.896273364,1,48,915.2759404,31.89627336,0,24483,1,1
48170,3399,24607,827.37,1873.39,4,30558,187.339,0,4.517653758,28858.49355,6.897353111,1,48,941.1778662,31.89735311,0,24607,1,1
48175,3498,24723,787.32,1882.74,4,30558,188.274,0,4.56160414,28863.05516,6.898443361,1,48,950.3341958,31.89844336,0,24723,1,1
48180,3630,24830,667.59,1885.19,4,30558,188.519,0,4.587308235,28867.64247,6.899539756,1,48,955.6892155,31.89953976,0,24830,1,1
48185,3729,24928,614.72,1929.05,4,30558,192.905,0,4.712561123,28872.35503,6.900666086,1,48,981.7835673,31.90066609,0,24928,1,1
48190,3894,25018,609.67,1952.2,4,30558,195.22,0,4.786333681,28877.14136,6.901810048,1,48,997.1528502,31.90181005,0,25018,1,1
48195,4059,25099,605.49,2009.62,4,30558,200.962,0,4.943066333,28882.08443,6.902991471,1,48,1029.805486,31.90299147,0,25099,1,1
48200,4191,25172,668.66,2100.43,4,30558,210.043,0,5.181458348,28887.26589,6.904229871,1,48,1079.470489,31.90422987,0,25172,1,1
48205,4323,25237,706.91,2142.17,4,30558,214.217,0,5.29807054,28892.56396,6.905496141,1,48,1103.764696,31.90549614,0,25237,1,1
48210,4455,25294,710.03,2190.07,4,30558,219.007,0,5.428771797,28897.99273,6.90679365,1,48,1130.994124,31.90679365,0,25294,1,1
48215,4620,25344,630.22,2201.69,4,30558,220.169,0,5.468363873,28903.46109,6.908100622,1,48,1139.242474,31.90810062,0,25344,1,1
48220,4785,25388,593.33,2219.11,4,30558,221.911,0,5.521198939,28908.98229,6.909420222,1,48,1150.249779,31.90942022,0,25388,1,1
48225,4950,25426,603.93,2282.53,4,30558,228.253,0,5.687489562,28914.66978,6.910779566,1,48,1184.893659,31.91077957,0,25426,1,1
48230,5082,25458,619.4,2341.57,4,30558,234.157,0,5.841945528,28920.51173,6.912175826,1,48,1217.071985,31.91217583,0,25458,1,1
48235,5247,25487,619.83,2365.87,4,30558,236.587,0,5.909295012,28926.42102,6.913588183,1,48,1231.103127,31.91358818,0,25487,1,1
48240,5412,25512,617.92,2418.77,4,30558,241.877,0,6.047350704,28932.46837,6.915033536,1,48,1259.86473,31.91503354,0,25512,1,1
48245,5577,25535,631.58,2478.71,4,30558,247.871,0,6.202798265,28938.67117,6.916516042,1,48,1292.249639,31.91651604,0,25535,1,1
48250,5742,25555,645.15,2513.16,4,30558,251.316,0,6.293932772,28944.9651,6.91802033,1,48,1311.235994,31.91802033,0,25555,1,1
